Occurrences,Word,Length,LgSUBTLWF,Ortho_N,Phono_N,OLD,PLD,POS,I_Mean_RT,I_Mean_Accuracy,I_NMG_Mean_RT,I_NMG_Mean_Accuracy
1,anus,4,1.756,4,1,1.9,1.9,NN,797.148,0.79,730.167,0.96
1,anxiety,7,2.539,0,0,3,4.25,NN,608.697,0.97,678.643,1
1,anxious,7,2.857,0,0,2.8,2.7,JJ,598.765,1,627.792,0.96
1,apartment,9,3.627,0,0,2.85,2.65,NN,637.469,0.97,595.333,1
1,apartments,10,2.334,0,0,3.2,3.05,NN,702.882,1,617.407,1
1,apathy,6,1.398,0,1,2.4,2.65,NN,654.097,0.94,651.667,0.964
1,apex,4,1.643,3,2,1.9,1.85,NN,681.208,0.73,664.296,0.964
1,aphrodisiac,11,1.919,0,0,5.25,5.85,NN|JJ,798.545,0.67,839.95,0.87
1,apocalypse,10,2.104,0,0,4.85,4.4,NN,932.88,0.78,778.391,0.821
1,apologetic,10,1.362,0,0,4.3,5.2,JJ,842.387,0.97,820.423,0.929
1,apologize,9,3.401,0,1,3.4,3.85,VB,722.167,0.97,635.607,1
1,apology,7,2.906,0,0,2.7,2.6,NN,678.939,1,690.692,1
1,apostle,7,1.857,0,1,2.75,2.4,NN,699.645,0.91,682,0.963
1,apothecary,10,1.322,0,0,4.85,4.6,NN,905.148,0.82,869.083,0.571
1,apparatus,9,1.892,0,0,3.85,4.15,NN,781.034,0.94,804.24,0.893
1,apparel,7,1.556,0,0,2.8,2.5,NN,675.724,0.97,651.929,1
1,apparent,8,2.334,0,0,2.8,2.45,JJ,620.188,0.97,662,1
1,apparition,10,1.602,0,0,3.6,3.05,NN,894.429,0.66,798.318,0.917
1,appeal,6,2.822,1,5,2.4,1.6,NN|VB,568.394,0.97,602.036,1
1,appear,6,3.077,1,2,2.3,1.75,VB,599.531,0.97,619.423,1
1,appearance,10,2.772,0,0,3.45,2.65,NN,654.059,0.97,676.37,1
1,appease,7,1.415,0,5,2.4,1.7,VB,735.586,0.88,631.481,1
1,appendage,9,1.342,0,1,3.55,2.85,NN,865.857,0.85,740.222,1
1,appendectomy,12,1.532,0,0,5.9,6.75,NN,"1,010.15",0.62,971.235,0.68
1,appendicitis,12,1.69,0,0,5.6,6.3,NN,890.55,0.65,852.545,0.846
1,appetite,8,2.66,0,0,3.05,2.8,NN,678.8,1,616.536,1
1,appetizer,9,1.792,0,0,3.75,3.75,NN,682.091,1,672.143,1
1,applaud,7,2.041,0,2,2.85,1.95,VB,707.065,0.94,620.346,1
1,applause,8,2.761,0,2,3.05,1.95,NN,611.375,0.97,640.462,1
1,apple,5,3.082,2,4,1.8,1.75,NN,618.531,0.97,608.778,1
1,appliance,9,1.623,0,0,3.25,2.65,NN,697.382,1,623.519,1
1,applicant,9,1.505,0,0,3.25,2.85,NN,600.375,0.97,644.12,0.926
1,application,11,2.708,0,0,2.8,2.35,NN,701.182,0.97,584.815,1
1,apply,5,2.805,3,0,1.95,1.8,VB,615.559,1,645.393,1
1,appoint,7,2.021,0,1,2.7,2.35,VB,803.655,0.88,630.577,1
1,appointment,11,3.193,0,1,3.45,3.25,NN,740.176,1,630.407,1
1,appraisal,9,1.602,0,2,3.25,2.7,NN,738.31,0.94,732.593,1
1,appreciative,12,1.623,0,1,3.65,4.15,JJ,789.394,0.97,807.25,0.96
1,apprehend,9,1.869,0,0,3.45,3.75,VB,786.643,0.9,662.64,1
1,apprentice,10,2,0,0,3.65,2.8,NN|VB,746.844,0.94,686.889,1
1,approach,8,3.03,0,0,3.15,2.5,NN|VB,667.094,0.97,661.462,0.963
1,approval,8,2.632,0,2,3.3,2.7,NN,598.688,1,577.889,1
1,approve,7,2.764,0,0,2.55,1.85,VB,668.219,0.97,577.815,1
1,apricot,7,1.518,0,0,3,3.95,NN,733.971,0.97,664.643,1
1,apron,5,2.137,2,1,1.85,1.9,NN,784.125,0.94,639.593,0.964
1,apt,3,1.954,8,9,1.65,1.15,JJ,762.903,0.91,586.607,1
1,aptitude,8,1.748,2,1,2.55,2.9,NN,866.593,0.82,685.222,1
1,aquarium,8,2.152,1,1,3.55,3.65,NN,788.4,0.91,703.321,1
1,aquatic,7,1.462,0,0,2.95,2.9,JJ,734.375,0.97,820,0.893
1,arbitrary,9,1.724,0,0,3.6,4.05,JJ,834.774,0.91,802.2,0.926
1,archaeological,14,1.69,0,0,4.45,4.05,JJ,"1,038.26",0.96,951.48,0.893
1,archaeologist,13,1.763,0,0,4.8,4.2,NN,"1,001.62",0.94,850.231,0.963
1,archaeology,11,1.602,0,0,4.65,3.9,NN,836.562,0.94,737.536,1
1,archaic,7,1.556,0,1,2.85,2.7,JJ,776.333,0.77,836.636,0.957
1,archangel,9,1.362,0,0,3.15,4.65,NN,883.818,0.69,805.15,0.769
1,archbishop,10,2.276,0,0,5.3,5.15,NN,768.074,0.87,853.708,0.889
1,archduke,8,1.672,0,0,3.85,3.65,NN,767.636,0.67,723.591,0.88
1,archery,7,1.613,1,4,2.5,2.6,NN,672.355,0.94,686.679,0.966
1,architect,9,2.525,0,0,3.75,3.55,NN,800.938,0.97,620.32,0.926
1,architectural,13,1.819,0,0,5.35,5.9,JJ,961.71,0.91,800.917,0.923
1,architecture,12,2.212,0,0,4.9,5.3,NN,842,0.97,709.885,0.963
1,Arctic,6,2.004,0,1,2.45,2.6,NN|JJ,923.219,0.94,802.615,1
1,ardent,6,1.491,1,0,2,2.4,JJ,753.818,0.65,635.111,0.964
1,argue,5,3.003,1,0,1.9,2.7,VB,642.625,0.97,593.75,1
1,argument,8,2.938,0,0,2.8,3.3,NN,613.853,1,636.148,1
1,arise,5,2.182,3,11,1.8,1.7,VB,652.677,0.91,620.429,1
1,aristocracy,11,1.518,0,0,4.45,5.9,NN,925.031,0.97,840.944,0.72
1,aristocrat,10,1.845,0,0,4.2,5.05,NN,963.5,1,772.111,0.964
1,arithmetic,10,1.898,0,0,3.6,4.8,NN,851.029,1,835.435,0.852
1,armada,6,1.748,1,1,2.85,3,NN,779.789,0.59,748.115,0.963
1,armory,6,1.982,0,4,2.35,2.25,NN,786.25,0.8,646.444,0.964
1,armpit,6,1.813,0,0,2.85,3.6,NN,769,0.91,692.615,0.963
1,arouse,6,1.799,1,7,1.7,1.9,VB,639.469,0.97,621,0.964
1,arraignment,11,1.857,0,0,3.55,3.15,NN,"1,027.00",0.42,770.792,0.889
1,arrange,7,2.899,0,3,2.3,2.4,VB,676.129,0.97,598.407,1
1,array,5,2.037,1,10,2,1.85,NN|VB,672.419,0.94,634.56,0.962
1,arrival,7,2.626,0,2,2.6,2.55,NN,596.5,0.94,601.444,1
1,arrive,6,2.979,1,5,2.4,1.95,VB,582.594,0.94,604,1
1,arrogance,9,2.161,0,1,3.55,2.7,NN,730.469,0.97,787.556,1
1,arrogant,8,2.426,0,1,3.35,2.55,JJ,744.6,0.94,669.926,1
1,arsenic,7,1.806,0,0,2.95,2.55,NN,855.424,0.97,767.962,0.963
1,arson,5,2.188,2,2,1.9,1.9,NN,711.355,0.91,643.308,1
1,art,3,3.558,11,5,1.1,1.3,NN,521.742,0.91,576.04,0.962
1,artery,6,2.435,0,0,2.2,2.35,NN,838.393,0.85,686.296,0.931
1,arthritis,9,2,1,0,3.75,4,NN,885.618,1,743,1
1,artichoke,9,1.462,0,0,4.25,4.85,NN,696.679,0.82,677.962,0.929
1,article,7,3,0,0,2.65,2.45,NN,610.118,1,636.071,1
1,artifact,8,1.756,0,0,3.65,4.5,NN,788.969,1,703.481,1
1,artificial,10,2.393,0,0,4.05,4.1,JJ,714.677,0.94,652.741,1
1,artillery,9,2.449,0,0,3.6,3.5,NN,766.871,0.94,690.577,0.963
1,artist,6,3.165,0,0,2.1,1.9,NN,615.182,1,580,1
1,artistic,8,2.401,1,0,2.6,2.9,JJ,709.061,0.94,679.36,0.962
1,artistry,8,1.398,0,0,2.9,3.45,NN,753.536,0.88,700.704,1
1,asbestos,8,1.826,0,0,3.4,3.7,NN,874.087,0.68,846.136,0.786
1,ascend,6,1.681,1,7,2.15,1.65,VB,787.393,0.88,708.115,1
1,ascending,9,1.556,0,4,2.65,1.8,VB,786.486,1,668,1
1,ascension,9,1.653,0,1,3.05,2.1,NN,815.4,0.67,801,0.833
1,ascertain,9,1.699,0,0,3.3,3.5,VB,888.933,0.94,891.2,0.926
1,asinine,7,1.699,0,0,2.95,2.9,JJ,955.222,0.29,846.5,0.833
1,ask,3,4.392,6,1,1.5,1.55,VB,552,0.94,509.556,1
1,asparagus,9,1.708,0,0,3.9,4,NN,816.781,0.97,849.222,0.964
1,aspect,6,2.297,0,0,2.15,2.3,NN,667.194,0.91,647.63,1
1,asphalt,7,1.699,0,0,3,2.8,NN,719.971,0.97,691.63,1
1,asphyxia,8,1.342,0,0, , ,NN, , , , 
1,asphyxiation,12,1.568,0,0,4.7,4.5,NN,"1,060.94",0.56,956.5,0.636
1,aspiration,10,1.477,0,0,2.7,2.8,NN,765.867,0.91,689.179,1
1,aspire,6,1.748,0,0,1.85,1.85,VB,647.156,0.94,644.192,1
1,assailant,9,1.881,0,0,3.45,2.75,NN,853.655,0.91,786.077,0.963
1,assassin,8,2.481,0,0,3.25,2.5,NN,757.067,0.94,714.5,1
1,assassinate,11,1.987,0,0,4.1,3.5,VB,845.276,0.91,789.154,1
1,assassination,13,2.45,0,0,4.6,4.15,NN,932.828,0.94,792.679,1
1,assault,7,2.953,0,1,2.8,1.8,NN|VB,654.156,0.94,634.778,1
1,assembly,8,2.391,1,0,3.15,2.75,NN,602,0.97,702.185,1
1,assemblyman,11,1.58,1,1,5.2,4.4,NN,"1,089.13",0.75,861.042,0.923
1,assert,6,1.643,2,2,1.8,1.85,VB,657.667,0.94,688.429,0.966
1,assertive,9,1.38,0,1,3.25,2.6,JJ,707.273,0.97,696.731,1
1,assess,6,1.924,1,0,1.9,1.9,VB,748.828,0.94,685.522,0.852
1,assessment,10,2.201,0,0,3.65,2.75,NN,727.6,0.97,690.519,0.964
1,asset,5,2.288,2,1,1.75,1.85,NN,665.8,0.94,635.727,0.846
1,asshole,7,3.497,0,0,2.9,2.9,NN,752.129,0.94,677.464,1
1,assign,6,2.143,0,3,2.35,1.7,VB,665.273,0.97,583.423,1
1,assignment,10,2.961,0,1,3.35,2.7,NN,679.9,0.94,670.321,1
1,assimilate,10,1.431,0,1,3.55,3.3,VB,792.742,0.91,790.84,0.926
1,assist,6,2.603,0,1,2.25,1.85,VB,672.265,0.97,645.88,0.962
1,assistance,10,2.747,0,1,3.25,2.55,NN,664.667,0.97,636.36,1
1,associate,9,2.662,0,0,3.2,3.3,VB,652.375,0.97,665.462,1
1,assorted,8,1.699,1,4,2.4,1.85,JJ,689.727,1,661.036,1
1,assortment,10,1.58,0,0,3.6,3.15,NN,710.613,0.97,691.115,0.963
1,assume,6,3.232,1,0,2.4,1.9,VB,572.839,0.94,628,1
1,assumption,10,2.233,0,0,3.45,2.9,NN,676.065,0.91,629.857,1
1,assurance,9,2.021,0,0,3.1,2.85,NN,686.065,0.94,665.84,1
1,assure,6,3.01,1,4,1.85,1.7,VB,736.406,0.97,654.037,1
1,asterisk,8,1.38,0,0,2.85,3.75,NN,836,0.88,736.182,0.846
1,asteroid,8,1.94,0,0,3.1,3.85,JJ,784.029,1,647.923,1
1,asthma,6,2.297,0,1,3,2,NN,732,1,633.44,0.962
1,asthmatic,9,1.322,0,0,3.1,2.7,JJ|NN,814.556,0.6,906.2,0.893
1,astonish,8,1.38,0,0,3.35,2.8,VB,698.406,0.94,665.615,1
1,astound,7,1.362,0,0,2.7,2.65,VB,809.679,0.88,755.607,1
1,astral,6,1.699,1,0,2.4,2.7,JJ,738.733,0.45,751.375,0.64
1,astrology,9,1.681,0,1,3.2,3.5,NN,749.879,1,766.821,1
1,astronaut,9,2.308,0,0,3.75,3.8,NN,910.133,0.94,698.037,1
1,astronomer,10,1.568,0,1,3.6,4.35,NN,908.062,0.97,762.458,0.96
1,astronomical,12,1.58,0,0,4.45,5.05,JJ,987.179,0.93,757.909,0.88
1,astronomy,9,1.833,0,1,3.15,3.5,NN,679.758,1,702.259,1
1,astute,6,1.716,0,0,2.65,2,JJ,876.385,0.76,729.619,0.808
1,atheist,7,1.748,1,1,2.45,2.7,JJ|NN,734.704,0.84,736.111,1
1,athletic,8,2.297,0,0,2.75,2.9,JJ,702.714,1,621.897,1
1,athletics,9,1.518,0,0,3.45,3.35,NN,646.061,1,660.714,1
1,atlas,5,1.724,0,0,2.25,1.85,NN,650.091,1,648,1
1,atmosphere,10,2.694,0,0,4.15,4.4,NN,698.588,1,627.185,1
1,atmospheric,11,1.681,0,0,5.05,5.3,JJ,767.75,0.94,777.417,0.96
1,atom,4,2.149,1,6,1.85,1.6,NN,636.333,0.97,680.2,0.962
1,atomic,6,2.398,1,1,2.25,2.7,JJ,662.273,0.97,691.84,1
1,atone,5,1.643,4,4,1.85,1.8,VB,768.571,0.64,666.538,1
1,atrocious,9,1.556,0,0,3.35,2.9,JJ,869.739,0.7,770.87,0.958
1,atrocity,8,1.518,0,0,3.4,3.3,NN,913.88,0.78,827.409,0.957
1,atrophy,7,1.342,0,0,3.15,2.8,VB,912.038,0.87,841.5,0.897
1,attach,6,2.104,1,1,2.4,1.95,VB|NN,673.303,0.94,561.462,1
1,attachment,10,1.778,0,0,3.4,3.2,NN,631.226,0.97,688.476,1
1,attain,6,1.681,0,3,2.1,1.75,VB,684.091,0.97,581.074,1
1,attempt,7,2.989,0,0,2.8,2.2,NN|VB,608.353,1,639.577,1
1,attend,6,2.855,0,8,1.95,1.6,VB,638.677,0.97,563.643,1
1,attendance,10,2.134,0,1,3.55,2.8,NN,672.939,1,643.731,1
1,attendant,9,2.201,0,2,3.05,2.9,NN,709.897,0.94,657.5,1
1,attention,9,3.702,0,1,2.55,2,NN,602.706,1,594.885,1
1,attentive,9,1.826,0,1,2.9,2.45,JJ,758.375,1,703.926,0.964
1,attest,6,1.362,1,1,2.3,1.9,VB,650.217,0.72,630.846,0.929
1,Attic,5,2.603,2,3,2.05,1.8,NN,716.194,0.94,623.929,1
1,attire,6,1.887,0,1,2.4,1.85,NN,691.774,0.94,635.885,1
1,attitude,8,3.124,2,0,2.6,2.5,NN,605.147,1,663,1
1,attract,7,2.464,0,0,2.45,1.8,VB,705.625,0.97,631.577,1
1,attractive,10,3.099,0,1,3,2.7,JJ,688.667,0.97,645.821,1
1,attribute,9,1.663,0,0,3.2,4.35,NN,687.121,1,700.815,0.964
1,auctioneer,10,1.398,0,1,4.25,3.9,NN,949.5,0.97,705.08,0.962
1,audacious,9,1.431,0,0,3,2.8,JJ,766,0.71,831.4,0.926
1,audacity,8,1.69,0,0,3.15,2.95,NN,983.484,0.89,733.8,0.893
1,audible,7,1.568,1,2,2.75,1.95,JJ,753.833,0.94,651.154,0.963
1,audience,8,3.112,0,0,3,2.75,NN,622.323,1,646.5,1
1,audio,5,2.455,1,0,2.4,1.95,JJ|NN,603.742,0.94,640.111,1
1,audit,5,1.763,1,2,1.95,1.85,NN|VB,679.438,0.94,610.28,1
1,audition,8,2.849,1,2,2.25,2.05,NN,861.531,0.97,647.731,0.963
1,auditor,7,1.398,0,2,2.45,2.15,NN,713.833,0.97,673.292,0.96
1,auditorium,10,1.909,0,0,4.35,3.9,NN,716.562,0.94,730.077,1
1,auditory,8,1.447,1,1,2.85,3.25,JJ,849.133,0.94,796.778,1
1,aura,4,1.973,3,8,1.9,1.55,NN,762.677,0.91,701.5,0.923
1,auspicious,10,1.431,1,0,3.1,2.8,JJ,893.19,0.66,789.48,0.926
1,authentic,9,2.364,0,0,3.25,3,JJ,797.152,1,736.385,1
1,authenticity,12,1.778,0,0,4.65,4.9,NN,862.03,0.94,727.636,0.786
1,author,6,2.608,0,4,2.4,1.8,NN|VB,538.559,1,557.808,1
1,authorize,9,2.025,0,0,3.1,2.75,VB,727.853,1,642.577,0.963
1,autism,6,1.568,0,0,2.7,2.7,NN,930.129,0.89,754.63,0.964
1,autistic,8,1.771,1,0,2.9,2.85,JJ,907.679,0.82,857.462,1
1,autobiographical,16,1.362,0,0,6.55,7.3,JJ,866.469,1,711.091,0.786
1,autobiography,13,1.623,0,0,4.9,6.15,NN,774.441,1,710.444,1
1,autograph,9,2.62,0,0,3.5,3.4,NN,810.121,1,640.808,1
1,autographed,11,1.785,0,1, , ,VB, , , , 
1,automated,9,1.869,1,0,2.9,3.2,VB|JJ,745.212,0.97,753.346,0.963
1,automatic,9,2.553,0,0,2.7,3.2,JJ|NN,656.515,0.97,655.846,1
1,automobile,10,2.465,0,0,4.15,4.7,NN,679.867,0.97,655.444,1
1,automotive,10,1.532,0,0,3.65,3.9,JJ,782.406,0.97,667.111,1
1,autonomy,8,1.447,0,0,3.35,3.1,NN,886.345,0.94,804.783,0.821
1,autumn,6,2.288,0,4,2.9,1.85,NN,728.971,1,643.857,1
1,auxiliary,9,2.041,0,0,3.85,4.55,JJ|NN,800.576,0.97,668.042,0.889
1,avail,5,1.643,0,1,1.95,1.75,NN|VB,810.156,0.94,573.8,0.962
1,avalanche,9,2.24,0,0,3.9,3.9,NN,666.742,0.94,683.852,0.964
1,avenge,6,2.19,1,0,2.55,2.45,VB,769.767,0.88,691.333,0.964
1,avenue,6,2.936,1,1,2.55,2.35,NN,644.406,0.94,615.444,1
1,aversion,8,1.839,0,0,2.65,2.3,NN,838.333,0.88,729.704,0.964
1,avert,5,1.491,4,6,1.85,1.75,VB,668.846,0.79,622.429,1
1,aviation,8,1.869,0,0,2.45,3.15,NN,777.419,0.91,715.833,0.96
1,aviator,7,1.462,0,0,2.6,3.5,NN,746.567,0.88,714.667,1
1,avoid,5,3.093,1,4,2,1.85,VB,594,1,609.429,1
1,avoidance,9,1.431,0,0,3.55,3.35,NN,771.226,0.97,690.714,1
1,await,5,2.26,0,3,1.9,1.65,VB,670.412,0.97,586,0.966
1,awake,5,3.135,3,3,1.8,1.7,JJ|VB,576.853,1,583.444,1
1,awaken,6,2.1,2,1,2.1,2.2,VB,623.086,1,619.786,1
1,awakening,9,1.806,0,0,3,2.7,NN|VB,738.794,1,571.714,1
1,awareness,9,2.064,0,0,2.95,2.85,NN,661.265,1,589.385,1
1,awe,3,2.13,15,16,1.3,1,NN|VB,751.833,0.88,626.034,1
1,awesome,7,3.204,0,1,2.95,2.65,JJ,647.273,0.97,592.357,1
1,awful,5,3.51,0,3,2.55,1.85,JJ,642.094,0.97,569.741,1
1,awkward,7,2.864,0,0,2.85,2.35,JJ,734.194,0.94,581.077,0.963
1,awning,6,1.398,2,4,1.75,1.65,NN,815.714,0.66,642.4,0.926
1,axe,3,2.398,12,10,1.4,1,NN|VB,661.774,0.97,604.75,0.96
1,babble,6,1.653,5,10,1.7,1.55,NN|VB,656.5,0.94,576.37,1
1,baby,4,4.415,2,13,1.9,1.7,NN|VB,523.818,0.97,583,1
1,bachelor,8,2.703,0,0,3.6,3.35,NN,665.206,0.97,623.519,1
1,backboard,9,1.398,1,1,2.8,2.7,NN,766.467,0.94,615.852,0.964
1,backbone,8,1.929,0,0,2.95,3,NN,661.242,1,615.679,1
1,backdoor,8,1.491,0,0,3.55,3.95,JJ,710.625,0.97,657.385,1
1,backdrop,8,1.398,0,0,3.5,3.4,NN,792.161,0.97,609.667,1
1,backer,6,1.74,7,16,1.65,1.4,NN,743.667,0.64,681.407,0.964
1,backfire,8,1.653,0,0,3.2,3,VB,832.771,1,592.607,1
1,backgammon,10,1.58,0,0,5,4.3,NN,847.593,0.9,785.08,0.962
1,background,10,2.954,0,0,3.65,3.45,NN,638.879,1,602.552,1
1,backpack,8,2.272,0,0,3,2.7,NN,687.212,0.97,592.346,1
1,backroom,8,1.431,0,1, , ,NN, , , , 
1,backside,8,1.935,0,0,2.95,3.5,NN,701.094,0.97,590.036,1
1,backtrack,9,1.591,0,0,3.55,3.25,VB,867.606,0.97,644.963,1
1,backup,6,2.936,0,0,2.6,2.45,NN|JJ,676.412,0.97,596.586,1
1,backwater,9,1.505,0,0,3.65,3.55,NN,718.344,0.97,630.643,1
1,backwoods,9,1.447,0,1,3.6,3.7,NN,710.966,0.85,622.536,1
1,bacterial,9,1.58,0,1,3.05,3.5,JJ,686.303,0.97,623.444,1
1,badger,6,1.954,3,6,1.9,1.95,NN|VB,752.484,0.91,643.536,1
1,badness,7,1.477,2,2,2.15,1.9,NN,739.767,0.94,703.038,0.963
1,bailiff,7,2.045,0,3,2.95,1.9,NN,"1,081.26",0.7,794.958,0.923
1,balance,7,2.884,1,2,2.4,1.9,NN|VB,607.206,1,573.714,1
1,balcony,7,2.573,0,0,2.8,2.6,NN,661.871,0.94,597.241,1
1,ballad,6,1.863,1,3,1.85,1.8,NN,784.233,0.88,667.08,0.962
1,ballast,7,1.785,0,1,2.55,1.85,NN,719.222,0.28,812.818,0.407
1,ballerina,9,2.075,0,0,3.15,3.85,NN,797.606,0.94,697.333,0.964
1,ballistic,9,1.778,0,0,3.5,2.8,JJ,891.677,0.91,670.444,0.964
1,ballistics,10,2.083,0,0,3.85,3.4,NN,905.5,0.76,760.214,1
1,balloon,7,2.646,0,4,2.4,1.75,NN|VB,745.484,0.97,634.593,0.931
1,ballplayer,10,1.518,0,0,4.1,4.15,NN,789.382,0.97,672.429,1
1,ballroom,8,2.344,0,0,2.95,2.8,NN,655.781,0.97,651.269,0.963
1,balmy,5,1.477,5,18,1.9,1.4,JJ,787.6,0.62,651.346,0.963
1,ban,3,2.207,27,51,1,1,NN|VB,675.267,0.97,565.429,1
1,bandage,7,2.167,1,2,2.3,2.3,NN,792.452,0.97,677.792,0.96
1,bandstand,9,1.623,1,1,3.3,3.4,NN,820.906,0.97,683.481,1
1,bandwagon,9,1.398,0,0,3.8,4.55,NN,768.5,0.94,666.321,0.966
1,bandwidth,9,1.415,0,0,4.05,4.75,NN,994.778,0.55,674.826,0.885
1,banger,6,1.556,12,12, , ,NN, , , , 
1,banish,6,1.845,2,5,1.9,1.85,VB,656.967,0.88,696.821,1
1,banister,8,1.833,1,2,2.4,2.6,NN,826.742,0.94,661.346,0.963
1,bankroll,8,1.756,0,0,3.6,3.55,VB,772.613,0.94,672.5,1
1,bankrupt,8,2.158,0,0,3.7,3.65,JJ|NN|VB,644.294,1,587.519,0.964
1,bankruptcy,10,2.086,0,0,5.1,4.8,NN,688.939,0.97,642.931,1
1,banner,6,2.481,8,15,1.7,1.55,NN,652.194,0.94,582.481,1
1,banquet,7,2.422,0,0,2.8,2.65,NN,705.387,0.97,659.889,1
1,banshee,7,1.763,0,1,2.8,1.95,NN,756.3,0.3,690,0.964
1,banter,6,1.851,8,13,1.7,1.3,NN|VB,790.786,0.85,677.833,0.923
1,baptism,7,1.792,1,0,2.6,3.3,NN,727.257,1,652.481,0.964
1,barbarian,9,1.968,1,0,3.1,3.7,NN,807.1,0.91,741.407,1
1,barbaric,8,1.863,0,0,3.1,3.75,JJ,766.267,1,689.583,1
1,barbecue,8,2.66,0,0,3.35,3.5,NN|VB,633.094,0.97,577.407,0.964
1,bare,4,2.629,27,44,1,1,JJ|VB,609.788,0.97,577.926,1
1,bargain,7,2.788,0,2,2.6,1.95,NN|VB,710.03,0.97,625.893,1
1,bargaining,10,2.029,0,0,3.25,2.8,NN|VB,865,0.97,746.929,1
1,baritone,8,1.342,0,0,2.9,2.9,NN,807.739,0.72,785.6,0.962
1,barkeep,7,1.708,0,0,2.95,3.15,NN,907.4,0.78,688.846,1
1,barman,6,1.462,4,5, , ,NN, , , , 
1,barnacle,8,1.518,0,0,2.95,3.2,NN,724.154,0.76,717.75,1
1,barnyard,8,1.663,0,0,3.1,3.55,NN,778.833,0.88,819.44,1
1,barometer,9,1.568,0,0,3.45,3.8,NN,823.833,0.91,721.654,0.929
1,barracuda,9,1.556,0,0,3.9,4.4,NN,915.48,0.78,812.423,0.963
1,barren,6,1.881,5,6,1.85,1.65,JJ|NN,705.733,0.88,622.885,0.963
1,barricade,9,1.881,0,0,3.25,3.55,NN,768.615,0.84,702.741,1
1,bartender,9,2.698,0,0,3.2,4.15,NN,655.879,1,606.111,0.964
1,barter,6,1.672,6,12,1.7,1.45,NN|VB,757.31,0.85,718.692,0.963
1,baseball,8,3.11,0,0,3.05,3,NN,651.267,0.97,589.852,1
1,baseline,8,1.591,1,0,2.75,2.75,NN,677.438,0.97,636.926,1
1,bash,4,2.225,19,28,1,1,NN|VB,623.375,0.94,603.357,1
1,bashful,7,1.806,0,0,2.8,2.25,JJ,662.758,0.97,596.25,1
1,basics,6,2.061,1,0,2.4,2.4,NN,637.032,0.94,647.444,1
1,basis,5,2.785,8,4,1.65,1.8,NN,674.303,0.97,657.821,1
1,bask,4,1.477,13,12,1.4,1.5,VB,821.727,0.69,611.259,1
1,basket,6,2.828,4,4,1.75,1.7,NN,649.882,1,584.071,1
1,basketball,10,3.038,0,0,4.35,4.5,NN,602.735,0.97,590.667,1
1,bastard,7,3.525,1,2,2.65,1.85,NN,633.265,1,598.655,1
1,bathing,7,2.58,2,6,1.95,1.8,NN|VB,643.294,0.97,639.538,0.963
1,battalion,9,2.476,0,0,3.6,3.15,NN,963.667,0.64,767.292,0.923
1,battered,8,1.763,8,14,1.8,1.6,VB,633.576,1,575.571,1
1,battering,9,1.462,7,10,1.9,1.85,VB,726.5,0.97,732.407,1
1,battery,7,2.802,2,0,1.85,1.95,NN,600.455,1,615.464,1
1,battle,6,3.334,6,16,1.75,1.4,NN|VB,567.545,1,543.741,1
1,battlefield,11,2.22,0,0,4.6,4.45,NN,943.967,0.97,693.481,0.964
1,battleground,12,1.398,0,0,5.05,4.85,NN,648.857,1,672.963,0.964
1,battleship,10,1.944,0,0,4.55,4.05,NN,694.559,1,619.464,1
1,batty,5,1.556,8,29, , ,JJ, , , , 
1,bauble,6,1.362,1,6,1.9,1.85,NN,715.667,0.27,689.211,0.76
1,bawl,4,1.462,7,47,1.7,1,VB|NN,681.286,0.62,643.308,0.929
1,bay,3,3.092,25,54,1,1,NN|VB,706.176,1,557.667,1
1,bazaar,6,1.771,0,1,2.9,2.35,NN,818.69,0.91,680.857,1
1,bazooka,7,1.672,0,0,3.7,3.15,NN,888.036,0.85,632.667,1
1,bead,4,1.763,13,55,1.05,1,NN|VB,688.121,0.97,758.524,0.913
1,beady,5,1.568,4,21,1.8,1.5,JJ,799.13,0.68,704.222,0.964
1,beaker,6,1.362,4,12,1.65,1.45,NN,775.375,0.97,681.192,0.963
1,bearable,8,1.544,2,2,2.65,2.35,JJ,786.176,0.97,689.63,1
1,bearings,8,1.935,3,4,1.85,1.85,NN,611.182,0.97,656.815,1
1,bearskin,8,1.342,0,0,3.05,2.85,NN,802.531,0.97,682.808,0.963
1,beater,6,1.568,9,28,1.7,1.1,NN,721.688,0.94,656.577,1
1,beauty,6,3.391,1,2,2.15,1.85,NN,574.938,0.97,580.963,1
1,bebop,5,1.342,0,0,2.85,2.9,NN,"1,039.71",0.52,806,0.962
1,become,6,3.771,1,2,2.45,2.25,VB,578.029,1,592.852,1
1,bedroom,7,3.272,0,1,2.65,2.6,NN,671.938,1,593.75,1
1,bedside,7,1.996,0,0,2.6,2.85,NN,727.788,0.97,566.148,1
1,bedspread,9,1.38,0,0,3.7,3.85,NN,698.545,1,699.296,1
1,bedtime,7,2.501,0,0,2.85,2.95,NN,600.091,0.97,589.407,1
1,beefsteak,9,1.58,0,0,4.3,3.75,NN,829.333,1,737.72,1
1,beer,4,3.586,15,50,1.3,1,NN,587.182,1,574.074,0.964
1,befall,6,1.491,1,3,2.35,2.1,VB,917.16,0.71,752.32,0.962
1,befriend,8,1.362,0,1,3.1,2.8,VB,796.036,0.82,742.148,1
1,beg,3,3.415,18,23,1.2,1,VB,627.323,0.97,601.704,1
1,beggar,6,2.104,0,9,2.4,1.75,NN|VB,725.344,0.94,622.357,1
